Date,Country,Continent,Population,New_Cases,Total_Cases,New_Deaths,Total_Deaths,New_Recovered,Total_Recovered,Active_Cases,New_Vaccinations,Total_Vaccinations,Vaccination_Rate,New_Tests,Total_Tests,Hospital_Patients,ICU_Patients,Positivity_Rate,Recovery_Rate,Death_Rate
2021-11-15,USA,North America,1223902888,709,835213,18,20247,679,715854,99112,8183,3485467,0.28,9926,1101786,1939.0,552.0,7.14,85.71,2.42
2021-11-16,USA,North America,1223902888,968,836181,25,20272,891,716745,99164,3449,3488916,0.29,17424,6795360,2603.0,290.0,5.56,85.72,2.42
2021-11-17,USA,North America,1223902888,812,836993,31,20303,722,717467,99223,3459,3492375,0.29,9744,1997520,241.0,797.0,8.33,85.72,2.43
2021-11-18,USA,North America,1223902888,892,837885,34,20337,694,718161,99387,4983,3497358,0.29,15164,2122960,108.0,310.0,5.88,85.71,2.43
2021-11-19,USA,North America,1223902888,1225,839110,41,20378,930,719091,99641,5974,3503332,0.29,17150,5350800,1471.0,655.0,7.14,85.7,2.43
2021-11-20,USA,North America,1223902888,1781,840891,45,20423,1551,720642,99826,4235,3507567,0.29,23153,8381386,965.0,,7.69,85.7,2.43
2021-11-21,USA,North America,1223902888,1728,842619,68,20491,1566,722208,99920,7137,3514704,0.29,27648,9151488,438.0,468.0,6.25,85.71,2.43
2021-11-22,USA,North America,1223902888,404,843023,5,20496,370,722578,99949,4241,3518945,0.29,4444,1675388,4224.0,284.0,9.09,85.71,2.43
2021-11-23,USA,North America,1223902888,1134,844157,15,20511,976,723554,100092,5730,3524675,0.29,21546,3813642,3632.0,219.0,5.26,85.71,2.43
2021-11-24,USA,North America,1223902888,1156,845313,36,20547,1121,724675,100091,7167,3531842,0.29,16184,2945488,2619.0,590.0,7.14,85.73,2.43
2021-11-25,USA,North America,1223902888,1051,846364,40,20587,807,725482,100295,7094,3538936,0.29,9459,2336373,4750.0,303.0,11.11,85.72,2.43
2021-11-26,USA,North America,1223902888,2071,848435,24,20611,1682,727164,100660,5244,3544180,0.29,18639,5368032,2238.0,455.0,11.11,85.71,2.43
2021-11-27,USA,North America,1223902888,1442,849877,50,20661,1234,728398,100818,3347,3547527,0.29,27398,10246852,3874.0,339.0,5.26,85.71,2.43
2021-11-28,USA,North America,1223902888,1405,851282,47,20708,1206,729604,100970,8623,3556150,0.29,15455,3199185,3126.0,306.0,9.09,85.71,2.43
2021-11-29,USA,North America,1223902888,1464,852746,21,20729,1155,730759,101258,5363,3561513,0.29,27816,5952624,4089.0,290.0,5.26,85.69,2.43
2021-11-30,USA,North America,1223902888,2308,855054,42,20771,2094,732853,101430,4803,3566316,0.29,20772,5130684,4176.0,757.0,11.11,85.71,2.43
2021-12-01,USA,North America,1223902888,1445,856499,32,20803,1267,734120,101576,4161,3570477,0.29,14450,2225300,1518.0,477.0,10.0,85.71,2.43
2021-12-02,USA,North America,1223902888,1513,858012,34,20837,1457,735577,101598,1990,3572467,0.29,13617,4616163,2950.0,229.0,11.11,85.73,2.43
2021-12-03,USA,North America,1223902888,1881,859893,36,20873,1543,737120,101900,7063,3579530,0.29,15048,3325608,2108.0,516.0,12.5,85.72,2.43
2021-12-04,USA,North America,1223902888,1429,861322,23,20896,1097,738217,102209,3891,3583421,0.29,25722,3626802,1004.0,718.0,5.56,85.71,2.43
2021-12-05,USA,North America,1223902888,1714,863036,33,20929,1482,739699,102408,5332,3588753,0.29,18854,3280596,1523.0,648.0,9.09,85.71,2.43
2021-12-06,USA,North America,1223902888,1311,864347,38,20967,1039,740738,102642,2974,3591727,0.29,18354,3579030,583.0,476.0,7.14,85.7,2.43
2021-12-07,USA,North America,1223902888,1044,865391,32,20999,841,741579,102813,6307,3598034,,16704,5829696,2886.0,582.0,6.25,85.69,2.43
2021-12-08,USA,North America,1223902888,758,866149,8,21007,575,742154,102988,3763,3601797,0.29,12128,4366080,1482.0,78.0,6.25,85.68,2.43
2021-12-09,USA,North America,1223902888,1290,867439,19,21026,1136,743290,103123,4172,3605969,0.29,18060,3286920,3904.0,686.0,7.14,85.69,2.42
2021-12-10,USA,North America,1223902888,1293,868732,48,21074,1125,744415,103243,6653,3612622,0.3,12930,3335940,2736.0,200.0,10.0,85.69,2.43
2021-12-11,USA,North America,1223902888,692,869424,24,21098,621,745036,103290,5252,3617874,0.3,6228,1538316,2250.0,628.0,11.11,85.69,2.43
2021-12-12,USA,North America,1223902888,1420,870844,31,21129,1210,746246,103469,4393,3622267,0.3,17040,6219600,590.0,361.0,8.33,85.69,2.43
2021-12-13,USA,North America,1223902888,1264,872108,15,21144,1144,747390,103574,4302,3626569,0.3,15168,2699904,3957.0,202.0,8.33,85.7,2.42
2021-12-14,USA,North America,1223902888,1772,873880,18,21162,1435,748825,103893,4786,3631355,0.3,24808,2753688,3742.0,693.0,7.14,85.69,2.42
2021-12-15,USA,North America,1223902888,550,874430,20,21182,506,749331,103917,6148,3637503,0.3,9900,3900600,4250.0,683.0,5.56,85.69,2.42
2021-12-16,USA,North America,1223902888,566,874996,8,21190,427,749758,104048,1929,3639432,0.3,4528,1190864,3331.0,505.0,12.5,85.69,2.42
2021-12-17,USA,North America,1223902888,504,875500,10,21200,389,750147,104153,4126,3643558,0.3,7056,1580544,397.0,751.0,7.14,85.68,2.42
2021-12-18,USA,North America,1223902888,1253,876753,32,21232,1013,751160,104361,1220,3644778,0.3,13783,4479475,4083.0,227.0,9.09,85.68,2.42
2021-12-19,USA,North America,1223902888,1331,878084,29,21261,1078,752238,104585,1615,3646393,0.3,23958,6540534,,216.0,5.56,85.67,2.42
2021-12-20,USA,North America,1223902888,124,878208,2,21263,105,752343,104602,5230,3651623,,1240,151280,3091.0,540.0,10.0,85.67,2.42
2021-12-21,USA,North America,1223902888,1390,879598,47,21310,1054,753397,104891,5246,3656869,,13900,2905100,832.0,316.0,10.0,85.65,2.42
2021-12-22,USA,North America,1223902888,1445,881043,57,21367,1170,754567,105109,6387,3663256,0.3,15895,2066350,567.0,128.0,9.09,85.64,2.43
2021-12-23,USA,North America,1223902888,976,882019,32,21399,846,755413,105207,5529,3668785,0.3,16592,6437696,1426.0,345.0,5.88,85.65,2.43
2021-12-24,USA,North America,1223902888,1171,883190,31,21430,1104,756517,105243,4180,3672965,0.3,22249,4627792,4970.0,409.0,5.26,85.66,2.43
2021-12-25,USA,North America,1223902888,1920,885110,30,21460,1596,758113,105537,4289,3677254,0.3,36480,12549120,484.0,30.0,5.26,85.65,2.42
2021-12-26,USA,North America,1223902888,1045,886155,24,21484,979,759092,105579,7055,3684309,0.3,13585,4863430,2665.0,340.0,7.69,85.66,2.42
2021-12-27,USA,North America,1223902888,769,886924,13,21497,688,759780,105647,1180,3685489,0.3,13073,3268250,1160.0,771.0,5.88,85.66,2.42
2021-12-28,USA,North America,1223902888,1101,888025,13,21510,975,760755,105760,4489,3689978,0.3,8808,2386968,595.0,114.0,12.5,85.67,2.42
2021-12-29,USA,North America,1223902888,1009,889034,32,21542,852,761607,105885,5703,3695681,0.3,10090,3440690,4113.0,216.0,10.0,85.67,2.42
2021-12-30,USA,North America,1223902888,1765,890799,31,21573,1449,763056,106170,7137,3702818,0.3,33535,8953845,3060.0,211.0,5.26,85.66,2.42
2021-12-31,USA,North America,1223902888,1641,892440,27,21600,1254,764310,106530,1705,3704523,0.3,27897,7866954,320.0,586.0,5.88,85.64,2.42
2022-01-01,USA,North America,1223902888,1264,893704,48,21648,1102,765412,106644,5595,3710118,0.3,22752,6825600,1703.0,665.0,5.56,85.64,2.42
2022-01-02,USA,North America,1223902888,1993,895697,79,21727,1534,766946,107024,6553,3716671,0.3,33881,10164300,135.0,64.0,5.88,85.63,2.43
2022-01-03,USA,North America,1223902888,1515,897212,31,21758,1157,768103,107351,5921,3722592,0.3,22725,3317850,3506.0,207.0,6.67,85.61,2.43
2022-01-04,USA,North America,1223902888,980,898192,24,21782,937,769040,107370,6698,3729290,0.3,10780,4150300,4557.0,270.0,9.09,85.62,2.43
2022-01-05,USA,North America,1223902888,1189,899381,21,21803,923,769963,107615,4674,3733964,0.31,22591,8471625,577.0,319.0,5.26,85.61,2.42
2022-01-06,USA,North America,1223902888,968,900349,11,21814,737,770700,107835,6502,3740466,0.31,8712,2805264,,391.0,11.11,85.6,2.42
2022-01-07,USA,North America,1223902888,941,901290,12,21826,807,771507,107957,1964,3742430,0.31,17879,6311287,4857.0,64.0,5.26,85.6,2.42
2022-01-08,USA,North America,1223902888,1569,902859,16,21842,1396,772903,108114,4120,3746550,0.31,26673,8802090,2700.0,186.0,5.88,85.61,2.42
2022-01-09,USA,North America,1223902888,1296,904155,14,21856,1103,774006,108293,7204,3753754,0.31,23328,5295456,263.0,603.0,5.56,85.61,2.42
2022-01-10,USA,North America,1223902888,780,904935,28,21884,614,774620,108431,3625,3757379,0.31,7800,1107600,302.0,,10.0,85.6,2.42
2022-01-11,USA,North America,1223902888,1154,906089,23,21907,1016,775636,108546,5553,3762932,0.31,20772,7145568,4128.0,242.0,5.56,85.6,2.42
2022-01-12,USA,North America,1223902888,1270,907359,26,21933,1184,776820,108606,6610,3769542,0.31,19050,2038350,1103.0,636.0,6.67,85.61,2.42
2022-01-13,USA,North America,1223902888,1595,908954,36,21969,1451,778271,108714,2220,3771762,0.31,22330,4466000,1150.0,599.0,7.14,85.62,2.42
2022-01-14,USA,North America,1223902888,1147,910101,16,21985,882,779153,108963,5385,3777147,,21793,7540378,2465.0,768.0,5.26,85.61,2.42
2022-01-15,USA,North America,1223902888,1116,911217,12,21997,897,780050,109170,6926,3784073,0.31,15624,3265416,4079.0,251.0,7.14,85.61,2.41
2022-01-16,USA,North America,1223902888,1402,912619,51,22048,1246,781296,109275,3532,3787605,0.31,23834,3551266,1643.0,432.0,5.88,85.61,2.42
2022-01-17,USA,North America,1223902888,1993,914612,55,22103,1634,782930,109579,4086,3791691,0.31,29895,9088080,1958.0,672.0,6.67,85.6,2.42
2022-01-18,USA,North America,1223902888,1189,915801,16,22119,1065,783995,109687,4505,3796196,0.31,9512,3253104,2431.0,41.0,12.5,85.61,2.42
2022-01-19,USA,North America,1223902888,1035,916836,13,22132,892,784887,109817,5318,3801514,0.31,15525,3151575,1179.0,,6.67,85.61,2.41
2022-01-20,USA,North America,1223902888,1426,918262,42,22174,1110,785997,110091,6325,3807839,0.31,25668,8752788,1689.0,378.0,5.56,85.6,2.41
2020-01-01,Brazil,South America,61827934,1134,1134,26,26,879,879,229,5625,5625,0.01,14742,3597048,2900.0,121.0,7.69,77.51,2.29
2020-01-02,Brazil,South America,61827934,0,1134,0,26,0,879,229,5454,11079,0.02,0,0,1228.0,793.0,0.0,77.51,2.29
2020-01-03,Brazil,South America,61827934,1020,2154,36,62,846,1725,367,2975,14054,0.02,8160,2994720,2380.0,204.0,12.5,80.08,2.88
2020-01-04,Brazil,South America,61827934,1077,3231,38,100,900,2625,506,4459,18513,0.03,8616,1637040,4736.0,700.0,12.5,81.24,3.1
2020-01-05,Brazil,South America,61827934,1036,4267,13,113,987,3612,542,5533,24046,0.04,15540,5376840,3087.0,323.0,6.67,84.65,2.65
2020-01-06,Brazil,South America,61827934,1472,5739,56,169,1132,4744,826,3670,27716,0.04,11776,2767360,290.0,35.0,12.5,82.66,2.94
2020-01-07,Brazil,South America,61827934,1061,6800,39,208,900,5644,948,7464,35180,0.06,10610,2281150,3406.0,789.0,10.0,83.0,3.06
2020-01-08,Brazil,South America,61827934,1062,7862,20,228,885,6529,1105,6742,41922,0.07,13806,2098512,644.0,67.0,7.69,83.05,2.9
2020-01-09,Brazil,South America,61827934,598,8460,16,244,505,7034,1182,3064,44986,0.07,5382,1044108,964.0,467.0,11.11,83.14,2.88
2020-01-10,Brazil,South America,61827934,1188,9648,34,278,924,7958,1412,5404,50390,0.08,20196,2807244,4526.0,118.0,5.88,82.48,2.88
2020-01-11,Brazil,South America,61827934,1130,10778,41,319,952,8910,1549,2919,53309,0.09,12430,4922280,303.0,338.0,9.09,82.67,2.96
2020-01-12,Brazil,South America,61827934,774,11552,17,336,592,9502,1714,4546,57855,0.09,12384,2575872,2290.0,410.0,6.25,82.25,2.91
2020-01-13,Brazil,South America,61827934,1410,12962,29,365,1292,10794,1803,4614,62469,0.1,16920,3113280,2356.0,344.0,8.33,83.27,2.82
2020-01-14,Brazil,South America,61827934,1772,14734,37,402,1368,12162,2170,5207,67676,0.11,19492,5633188,2421.0,238.0,9.09,82.54,2.73
2020-01-15,Brazil,South America,61827934,1420,16154,55,457,1210,13372,2325,2876,70552,0.11,22720,3089920,1319.0,457.0,6.25,82.78,2.83
2020-01-16,Brazil,South America,61827934,1579,17733,49,506,1329,14701,2526,8723,79275,0.13,23685,9095040,1908.0,88.0,6.67,82.9,2.85
2020-01-17,Brazil,South America,61827934,787,18520,20,526,664,15365,2629,3273,82548,0.13,8657,3194433,2289.0,549.0,9.09,82.96,2.84
2020-01-18,Brazil,South America,61827934,2339,20859,33,559,2040,17405,2895,2743,85291,0.14,37424,13060976,698.0,165.0,6.25,83.44,2.68
2020-01-19,Brazil,South America,61827934,1289,22148,23,582,1149,18554,3012,5841,91132,0.15,16757,5345483,4139.0,125.0,7.69,83.77,2.63
2020-01-20,Brazil,South America,61827934,796,22944,22,604,724,19278,3062,6032,97164,0.16,10348,4046068,514.0,792.0,7.69,84.02,2.63
2020-01-21,Brazil,South America,61827934,1688,24632,46,650,1327,20605,3377,1238,98402,0.16,16880,5418480,4453.0,484.0,10.0,83.65,2.64
2020-01-22,Brazil,South America,61827934,1151,25783,43,693,937,21542,3548,7890,106292,,10359,2455083,161.0,692.0,11.11,83.55,2.69
2020-01-23,Brazil,South America,61827934,1324,27107,32,725,1025,22567,3815,4836,111128,0.18,17212,4165304,3441.0,542.0,7.69,83.25,2.67
2020-01-24,Brazil,South America,61827934,1450,28557,51,776,1369,23936,3845,1343,112471,0.18,11600,4384800,1050.0,772.0,12.5,83.82,2.72
2020-01-25,Brazil,South America,61827934,1248,29805,44,820,1040,24976,4009,4100,116571,0.19,13728,2333760,3231.0,389.0,9.09,83.8,2.75
2020-01-26,Brazil,South America,61827934,1395,31200,49,869,1256,26232,4099,3662,120233,0.19,12555,3879495,1891.0,714.0,11.11,84.08,2.79
2020-01-27,Brazil,South America,61827934,1001,32201,35,904,873,27105,4192,5523,125756,0.2,8008,2922920,4866.0,,12.5,84.17,2.81
2020-01-28,Brazil,South America,61827934,1075,33276,38,942,1020,28125,4209,3265,129021,0.21,9675,1489950,73.0,225.0,11.11,84.52,2.83
2020-01-29,Brazil,South America,61827934,1162,34438,27,969,979,29104,4365,7479,136500,0.22,13944,2816688,1355.0,378.0,8.33,84.51,2.81
2020-01-30,Brazil,South America,61827934,1456,35894,50,1019,1309,30413,4462,3534,140034,0.23,20384,5646368,4672.0,46.0,7.14,84.73,2.84
2020-01-31,Brazil,South America,61827934,1143,37037,22,1041,941,31354,4642,1191,141225,0.23,18288,1920240,1732.0,230.0,6.25,84.66,2.81
2020-02-01,Brazil,South America,61827934,925,37962,9,1050,794,32148,4764,6433,147658,0.24,11100,3307800,1759.0,67.0,8.33,84.68,2.77
2020-02-02,Brazil,South America,61827934,828,38790,9,1059,785,32933,4798,7492,155150,0.25,14076,2125476,1486.0,455.0,5.88,84.9,2.73
2020-02-03,Brazil,South America,61827934,1179,39969,29,1088,890,33823,5058,1502,156652,0.25,16506,4324572,2448.0,78.0,7.14,84.62,2.72
2020-02-04,Brazil,South America,61827934,464,40433,9,1097,436,34259,5077,5115,161767,0.26,8352,2138112,1737.0,433.0,5.56,84.73,2.71
2020-02-05,Brazil,South America,61827934,1167,41600,28,1125,1083,35342,5133,5336,167103,0.27,12837,1655973,3708.0,250.0,9.09,84.96,2.7
2020-02-06,Brazil,South America,61827934,1484,43084,31,1156,1386,36728,5200,2927,170030,0.28,26712,10203984,2476.0,171.0,5.56,85.25,2.68
2020-02-07,Brazil,South America,61827934,1765,44849,36,1192,1388,38116,5541,4039,174069,0.28,17650,5100850,2487.0,425.0,10.0,84.99,2.66
2020-02-08,Brazil,South America,61827934,900,45749,10,1202,856,38972,5575,6917,180986,,12600,3654000,2137.0,170.0,7.14,85.19,2.63
2020-02-09,Brazil,South America,61827934,1816,47565,43,1245,1472,40444,5876,8442,189428,0.31,14528,1670720,1749.0,421.0,12.5,85.03,2.62
2020-02-10,Brazil,South America,61827934,1478,49043,28,1273,1232,41676,6094,5623,195051,0.32,28082,4043808,1578.0,485.0,5.26,84.98,2.6
2020-02-11,Brazil,South America,61827934,1208,50251,44,1317,1141,42817,6117,7383,202434,0.33,20536,3552728,4768.0,112.0,5.88,85.21,2.62
2020-02-12,Brazil,South America,61827934,1096,51347,37,1354,908,43725,6268,4916,207350,0.34,9864,1469736,2702.0,510.0,11.11,85.16,2.64
2020-02-13,Brazil,South America,61827934,1801,53148,38,1392,1564,45289,6467,4661,212011,0.34,34219,13037439,2860.0,323.0,5.26,85.21,2.62
2020-02-14,Brazil,South America,61827934,1692,54840,65,1457,1297,46586,6797,3044,215055,0.35,13536,3844224,4876.0,266.0,12.5,84.95,2.66
2020-02-15,Brazil,South America,61827934,884,55724,25,1482,766,47352,6890,3142,218197,0.35,14144,1527552,3083.0,360.0,6.25,84.98,2.66
2020-02-16,Brazil,South America,61827934,818,56542,28,1510,634,47986,7046,6742,224939,0.36,15542,4491638,4538.0,112.0,5.26,84.87,2.67
2020-02-17,Brazil,South America,61827934,617,57159,16,1526,567,48553,7080,6621,231560,0.37,10489,1342592,3653.0,658.0,5.88,84.94,2.67
2020-02-18,Brazil,South America,61827934,1551,58710,57,1583,1193,49746,7381,4882,236442,0.38,29469,7337781,4258.0,464.0,5.26,84.73,2.7
2020-02-19,Brazil,South America,61827934,2079,60789,41,1624,1734,51480,7685,6243,242685,0.39,22869,4482324,4611.0,416.0,9.09,84.69,2.67
2020-02-20,Brazil,South America,61827934,1676,62465,22,1646,1511,52991,7828,5529,248214,0.4,30168,4645872,4862.0,106.0,5.56,84.83,2.64
2020-02-21,Brazil,South America,61827934,1225,63690,40,1686,963,53954,8050,2990,251204,0.41,20825,3810975,3310.0,485.0,5.88,84.71,2.65
2020-02-22,Brazil,South America,61827934,1991,65681,44,1730,1577,55531,8420,8289,259493,0.42,35838,12937518,667.0,650.0,5.56,84.55,2.63
2020-02-23,Brazil,South America,61827934,1195,66876,26,1756,1079,56610,8510,3025,262518,0.42,10755,3861045,4166.0,284.0,11.11,84.65,2.63
2020-02-24,Brazil,South America,61827934,1474,68350,51,1807,1406,58016,8527,4347,266865,0.43,26532,7084044,1890.0,266.0,5.56,84.88,2.64
2020-02-25,Brazil,South America,61827934,1239,69589,44,1851,1130,59146,8592,3185,270050,0.44,9912,2973600,3986.0,464.0,12.5,84.99,2.66
2020-02-26,Brazil,South America,61827934,1821,71410,64,1915,1730,60876,8619,5063,275113,0.44,29136,11013408,2037.0,374.0,6.25,85.25,2.68
2020-02-27,Brazil,South America,61827934,1272,72682,22,1937,1074,61950,8795,3263,278376,0.45,12720,3078240,4032.0,517.0,10.0,85.23,2.67
2020-02-28,Brazil,South America,61827934,1032,73714,17,1954,843,62793,8967,3039,281415,0.46,8256,1708992,3397.0,613.0,12.5,85.18,2.65
2020-02-29,Brazil,South America,61827934,1573,75287,56,2010,1380,64173,9104,5671,287086,0.46,29887,3377231,4898.0,666.0,5.26,85.24,2.67
2020-03-01,Brazil,South America,61827934,1464,76751,34,2044,1342,65515,9192,7817,294903,0.48,26352,7773840,155.0,779.0,5.56,85.36,2.66
2020-03-02,Brazil,South America,61827934,877,77628,16,2060,786,66301,9267,6723,301626,0.49,9647,1234816,983.0,584.0,9.09,85.41,2.65
2020-03-03,Brazil,South America,61827934,997,78625,17,2077,860,67161,9387,4269,305895,0.49,14955,3155505,3792.0,109.0,6.67,85.42,2.64
2020-03-04,Brazil,South America,61827934,2059,80684,76,2153,1629,68790,9741,2230,308125,0.5,24708,8326596,2187.0,464.0,8.33,85.26,2.67
2020-03-05,Brazil,South America,61827934,1826,82510,60,2213,1738,70528,9769,4617,312742,0.51,25564,2709784,3983.0,675.0,7.14,85.48,2.68
2020-03-06,Brazil,South America,61827934,1662,84172,29,2242,1282,71810,10120,5721,318463,0.52,28254,6215880,1687.0,344.0,5.88,85.31,2.66
2020-03-07,Brazil,South America,61827934,1474,85646,53,2295,1351,73161,10190,4402,322865,0.52,13266,3542022,62.0,545.0,11.11,85.42,2.68
2020-03-08,Brazil,South America,61827934,1828,87474,33,2328,1622,74783,10363,5552,328417,0.53,14624,1915744,2314.0,459.0,12.5,85.49,2.66
2020-03-09,Brazil,South America,61827934,1220,88694,35,2363,1179,75962,10369,4694,333111,0.54,12200,4636000,4066.0,,10.0,85.65,2.66
2020-03-10,Brazil,South America,61827934,924,89618,33,2396,748,76710,10512,4172,337283,0.55,8316,2228688,3842.0,195.0,11.11,85.6,2.67
2020-03-11,Brazil,South America,61827934,945,90563,9,2405,858,77568,10590,4126,341409,0.55,13230,2712150,210.0,298.0,7.14,85.65,2.66
2020-03-12,Brazil,South America,61827934,1939,92502,22,2427,1507,79075,11000,3272,344681,0.56,27146,6732208,3770.0,794.0,7.14,85.48,2.62
2020-03-13,Brazil,South America,61827934,1030,93532,37,2464,929,80004,11064,4679,349360,0.57,17510,3922240,2838.0,790.0,5.88,85.54,2.63
2020-03-14,Brazil,South America,61827934,1958,95490,64,2528,1804,81808,11154,3757,353117,0.57,25454,6541678,3040.0,385.0,7.69,85.67,2.65
2020-03-15,Brazil,South America,61827934,1687,97177,53,2581,1593,83401,11195,4533,357650,0.58,28679,8202194,4931.0,117.0,5.88,85.82,2.66
2020-03-16,Brazil,South America,61827934,1486,98663,51,2632,1189,84590,11441,4144,361794,0.59,23776,3518848,3509.0,231.0,6.25,85.74,2.67
